OBJECTID,STATEFP20,COUNTYFP20,TRACTCE20,GEOID20,NAME20,NAMELSAD20,MTFCC20,FUNCSTAT20,ALAND20,AWATER20,INTPTLAT20,INTPTLON20,NAME,P1_001N,P1_002N,P1_003N,P1_004N,P1_005N,P1_006N,P1_007N,P1_008N,P1_009N,P1_010N,P1_011N,P1_012N,P1_013N,P1_014N,P1_015N,P1_016N,P1_017N,P1_018N,P1_019N,P1_020N,P1_021N,P1_022N,P1_023N,P1_024N,P1_025N,P1_026N,P1_027N,P1_028N,P1_029N,P1_030N,P1_031N,P1_032N,P1_033N,P1_034N,P1_035N,P1_036N,P1_037N,P1_038N,P1_039N,P1_040N,P1_041N,P1_042N,P1_043N,P1_044N,P1_045N,P1_046N,P1_047N,P1_048N,P1_049N,P1_050N,P1_051N,P1_052N,P1_053N,P1_054N,P1_055N,P1_056N,P1_057N,P1_058N,P1_059N,P1_060N,P1_061N,P1_062N,P1_063N,P1_064N,P1_065N,P1_066N,P1_067N,P1_068N,P1_069N,P1_070N,P1_071N,ShapeSTArea,ShapeSTLength
58,48,029,121803,48029121803,1218.03,Census Tract,G5020,S,2932047,4748,+29.5545090,-098.3657499,"Census Tract 1218.03, Bexar County, Texas",4776,3646,2234,458,48,75,16,815,1130,1092,59,76,37,2,884,0,4,0,19,0,0,6,2,3,0,38,1,0,0,10,2,0,20,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31603100.7558594,22903.6374134658
59,48,029,121804,48029121804,1218.04,Census Tract,G5020,S,2412872,0,+29.5670519,-098.3757437,"Census Tract 1218.04, Bexar County, Texas",6844,5146,3114,835,54,125,15,1003,1698,1643,111,82,62,2,1301,4,5,2,38,2,0,18,11,0,5,55,8,4,5,5,0,1,17,4,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25965132.5546875,21201.0916997022
60,48,029,121808,48029121808,1218.08,Census Tract,G5020,S,1634421,0,+29.5843036,-098.3897143,"Census Tract 1218.08, Bexar County, Texas",3132,2410,1645,218,29,140,6,372,722,686,32,44,32,1,544,4,3,2,9,0,0,12,2,1,0,30,2,0,0,3,5,0,17,0,2,0,0,0,0,0,1,0,0,0,0,0,4,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,17588206.5273438,20430.6205795613
61,48,029,121809,48029121809,1218.09,Census Tract,G5020,S,1967458,0,+29.5780965,-098.3821413,"Census Tract 1218.09, Bexar County, Texas",4942,3772,2612,284,46,191,11,628,1170,1139,40,52,33,0,966,4,1,0,25,1,1,11,0,3,2,28,2,2,0,4,0,0,15,1,3,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21172067.3613281,18975.323551893
62,48,029,121810,48029121810,1218.10,Census Tract,G5020,S,2096389,5603,+29.5917124,-098.4031624,"Census Tract 1218.10, Bexar County, Texas",4322,3171,2294,229,29,127,7,485,1151,1115,38,60,39,5,924,3,9,0,23,3,0,2,7,2,0,35,4,0,0,4,0,1,17,5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,22619850.9941406,24664.2437066678
63,48,029,121811,48029121811,1218.11,Census Tract,G5020,S,2651246,1357,+29.5948397,-098.3930616,"Census Tract 1218.11, Bexar County, Texas",5543,4172,2797,533,53,225,12,552,1371,1314,81,55,64,6,1056,1,4,0,21,1,0,17,2,6,0,56,3,6,0,11,3,0,13,1,14,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28545036.5664062,22193.2428144597
64,48,029,121812,48029121812,1218.12,Census Tract,G5020,S,3458608,0,+29.5902083,-098.3673202,"Census Tract 1218.12, Bexar County, Texas",6136,4578,3238,398,122,123,4,693,1558,1499,62,77,52,13,1254,13,8,2,10,0,0,8,0,0,0,50,1,0,0,13,0,0,22,5,9,0,0,0,0,0,0,0,0,0,0,0,9,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37218515.1992188,25817.4190264171
65,48,029,121813,48029121813,1218.13,Census Tract,G5020,S,1900238,0,+29.5993927,-098.3733467,"Census Tract 1218.13, Bexar County, Texas",1745,1274,1009,76,22,24,2,141,471,453,4,46,13,0,381,2,1,0,1,2,0,3,0,0,0,14,2,0,0,1,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20448730.1464844,22283.5246766235
66,48,029,121903,48029121903,1219.03,Census Tract,G5020,S,8319094,0,+29.6212645,-098.4316515,"Census Tract 1219.03, Bexar County, Texas",6040,4713,3770,265,29,300,24,325,1327,1266,46,94,67,9,1005,2,6,0,22,3,0,8,0,1,3,56,2,9,0,7,6,0,18,5,8,1,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89523350.7597656,49002.7308640661
67,48,029,121904,48029121904,1219.04,Census Tract,G5020,S,1923220,0,+29.6371627,-098.4432638,"Census Tract 1219.04, Bexar County, Texas",3925,3058,2257,169,21,376,7,228,867,814,36,39,70,14,633,0,1,0,7,2,1,3,4,4,0,50,0,2,0,9,4,0,19,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20696206.8925781,27641.7553181213
68,48,029,121905,48029121905,1219.05,Census Tract,G5020,S,7888311,674,+29.6535643,-098.4302740,"Census Tract 1219.05, Bexar County, Texas",7517,5979,4009,522,37,942,24,445,1538,1453,62,57,91,7,1167,11,20,0,18,1,2,7,4,4,2,78,6,6,1,15,8,0,28,4,6,0,0,0,0,1,3,0,0,0,0,0,7,0,0,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84895364.9316406,47452.0533542788
69,48,029,121906,48029121906,1219.06,Census Tract,G5020,S,6442256,893,+29.6137745,-098.4505324,"Census Tract 1219.06, Bexar County, Texas",7183,5705,4131,466,55,481,11,561,1478,1391,32,91,133,10,1069,5,4,1,10,0,3,20,3,7,3,73,11,6,2,8,3,0,30,3,6,0,0,0,3,0,1,0,0,0,0,0,14,2,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69335922.90625,38841.1711085682
70,48,029,121908,48029121908,1219.08,Census Tract,G5020,S,42672127,76952,+29.7060361,-098.3989960,"Census Tract 1219.08, Bexar County, Texas",3410,2766,2320,120,18,119,2,187,644,618,20,33,39,1,508,0,2,0,5,0,0,8,0,2,0,25,1,0,0,2,0,0,20,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,460039551.474609,131467.145872278
71,48,029,121909,48029121909,1219.09,Census Tract,G5020,S,12481135,10844,+29.5903859,-098.3321236,"Census Tract 1219.09, Bexar County, Texas",8859,6965,4250,1186,82,497,42,908,1894,1805,125,85,106,2,1401,20,8,1,26,3,0,14,4,9,1,81,13,6,1,12,3,0,27,16,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134427916.580078,49210.0145687318
72,48,029,121910,48029121910,1219.10,Census Tract,G5020,S,28552134,117159,+29.6184796,-098.4045600,"Census Tract 1219.10, Bexar County, Texas",8817,6759,4687,510,83,779,5,695,2058,1951,84,110,137,9,1525,5,23,1,36,1,0,12,8,0,0,99,16,8,0,9,0,0,31,10,15,1,2,0,4,1,0,0,0,0,2,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,308515798.541016,85339.1347514617
73,48,029,121911,48029121911,1219.11,Census Tract,G5020,S,13590891,10254,+29.6749931,-098.4305637,"Census Tract 1219.11, Bexar County, Texas",9375,7349,5101,794,68,782,29,575,2026,1891,84,124,135,8,1452,0,27,3,23,0,0,18,11,6,0,132,7,24,2,15,4,2,31,8,29,0,1,0,4,5,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,146366163,77663.6433919035
74,48,029,121912,48029121912,1219.12,Census Tract,G5020,S,26907175,119818,+29.6516261,-098.3796360,"Census Tract 1219.12, Bexar County, Texas",12296,9505,6232,1100,92,903,39,1139,2791,2603,150,116,147,11,2061,19,12,3,49,4,1,13,8,9,0,175,20,21,1,24,5,2,45,9,34,2,0,0,3,7,0,0,0,0,0,2,10,2,0,3,0,2,1,0,1,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,290844295.714844,94794.544260605
75,48,029,130200,48029130200,1302,Census Tract,G5020,S,984995,0,+29.4158239,-098.4673756,"Census Tract 1302, Bexar County, Texas",1588,1112,459,188,23,18,0,424,476,463,20,7,4,0,410,3,0,0,5,0,0,11,0,0,3,11,1,0,0,6,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10599476.5859375,13471.4723353881
76,48,029,130300,48029130300,1303,Census Tract,G5020,S,1229365,0,+29.4072451,-098.4672471,"Census Tract 1303, Bexar County, Texas",2945,2246,957,347,50,5,4,883,699,677,16,12,4,0,612,2,7,1,14,2,0,6,0,0,1,14,3,2,0,2,0,1,3,0,2,0,0,0,1,0,0,0,0,0,0,0,8,0,0,4,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13229155.3964844,14651.3420704819
77,48,029,130401,48029130401,1304.01,Census Tract,G5020,S,1590769,0,+29.4080416,-098.4543969,"Census Tract 1304.01, Bexar County, Texas",3725,2599,1118,421,73,25,5,957,1126,1097,13,18,3,0,1011,6,2,0,17,0,0,21,0,4,2,28,5,0,0,7,0,2,8,0,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,17118181.8769531,17615.0761353729
78,48,029,130402,48029130402,1304.02,Census Tract,G5020,S,2588653,0,+29.4055239,-098.4405754,"Census Tract 1304.02, Bexar County, Texas",3879,3069,1073,965,48,5,1,977,810,789,20,14,9,1,681,5,3,0,37,0,0,17,2,0,0,17,0,3,1,3,0,0,1,5,3,1,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27856393.8417969,25279.2214541666
79,48,029,130500,48029130500,1305,Census Tract,G5020,S,2284379,0,+29.4192226,-098.4521675,"Census Tract 1305, Bexar County, Texas",4202,3283,1155,1036,54,16,0,1022,919,879,48,27,5,2,751,16,1,1,19,0,2,2,1,0,4,35,8,0,0,9,0,1,11,0,3,0,0,0,2,0,0,0,0,1,0,0,5,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24582066.5058594,20041.4939671466
80,48,029,130600,48029130600,1306,Census Tract,G5020,S,2035045,0,+29.4303224,-098.4521996,"Census Tract 1306, Bexar County, Texas",4585,3701,1229,1215,64,19,7,1167,884,862,47,23,1,1,707,17,10,1,38,0,0,13,0,4,0,22,8,0,0,2,1,0,4,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21899064.0039062,19496.3444867685
81,48,029,130700,48029130700,1307,Census Tract,G5020,S,1504557,0,+29.4395119,-098.4512971,"Census Tract 1307, Bexar County, Texas",2342,1805,682,582,57,24,2,458,537,503,20,11,5,1,423,4,10,0,15,1,0,7,2,2,2,30,3,5,0,7,1,0,7,2,4,0,0,0,0,0,0,0,0,1,0,0,4,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16190440.2734375,19212.5774915984
82,48,029,130800,48029130800,1308,Census Tract,G5020,S,8492765,19394,+29.4320140,-098.4269439,"Census Tract 1308, Bexar County, Texas",5220,4292,792,2716,85,42,18,639,928,877,68,21,2,7,652,42,8,2,62,0,0,4,5,4,0,51,13,7,0,7,0,0,16,0,2,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91599005.5410156,59393.36899623
83,48,029,130900,48029130900,1309,Census Tract,G5020,S,8917665,60483,+29.4373402,-098.4086795,"Census Tract 1309, Bexar County, Texas",5456,4512,1345,2033,88,191,3,852,944,897,71,48,11,6,672,16,6,2,43,0,0,11,7,4,0,38,17,5,0,0,0,2,10,1,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96613539.1699219,49435.2986301115
84,48,029,131000,48029131000,1310,Census Tract,G5020,S,5560599,0,+29.4174106,-098.4069528,"Census Tract 1310, Bexar County, Texas",5599,4649,1334,2160,76,33,19,1027,950,918,32,22,5,0,786,16,10,4,29,0,0,6,7,1,0,28,9,1,0,12,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59837293.5410156,42006.3337837874
85,48,029,131100,48029131100,1311,Census Tract,G5020,S,2006561,0,+29.4055968,-098.4268221,"Census Tract 1311, Bexar County, Texas",2500,2016,634,833,44,5,2,498,484,470,18,22,4,0,404,0,10,2,9,1,0,0,0,0,0,7,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,1,0,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21592442.1757812,31366.2970518035
86,48,029,131200,48029131200,1312,Census Tract,G5020,S,4845631,4121,+29.3981151,-098.4172868,"Census Tract 1312, Bexar County, Texas",3298,2359,959,952,18,5,3,422,939,906,43,22,6,1,805,6,1,0,17,0,0,2,0,0,3,33,0,0,0,14,0,0,13,0,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52187851.78125,38146.6139038136
87,48,029,131300,48029131300,1313,Census Tract,G5020,S,5346381,0,+29.3925287,-098.3976101,"Census Tract 1313, Bexar County, Texas",5678,4409,1925,1445,71,26,1,941,1269,1224,53,31,8,2,1090,12,6,0,15,0,0,5,0,2,0,43,7,0,0,0,2,2,28,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,57532022.1816406,34362.4072790408
88,48,029,131401,48029131401,1314.01,Census Tract,G5020,S,7883426,89935,+29.3722268,-098.3759345,"Census Tract 1314.01, Bexar County, Texas",12055,8673,4479,1874,185,146,31,1958,3382,3241,111,86,42,3,2823,24,11,5,82,0,1,42,0,11,0,131,23,4,0,26,4,0,49,5,11,0,0,0,4,3,1,0,0,1,0,0,10,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85800738.3320312,39984.8064239642
89,48,029,131402,48029131402,1314.02,Census Tract,G5020,S,9621385,103203,+29.4058288,-098.3699513,"Census Tract 1314.02, Bexar County, Texas",2964,2232,956,646,30,22,3,575,732,706,31,9,1,0,620,1,1,1,15,0,1,17,6,3,0,23,4,0,0,7,4,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,104645685.798828,46346.8602705008
90,48,029,131503,48029131503,1315.03,Census Tract,G5020,S,2189209,0,+29.4643214,-098.3892136,"Census Tract 1315.03, Bexar County, Texas",3169,2490,1463,406,35,63,8,515,679,666,27,30,19,5,539,5,3,0,17,0,0,9,7,1,4,8,1,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,23557994.0097656,21759.9705126157
91,48,029,131504,48029131504,1315.04,Census Tract,G5020,S,4193083,0,+29.4496619,-098.3911612,"Census Tract 1315.04, Bexar County, Texas",4213,3044,1502,653,59,60,10,760,1169,1137,49,29,9,4,978,8,1,0,31,0,0,21,2,5,0,29,5,0,0,2,2,0,7,3,8,0,0,0,0,2,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,45121589.59375,28944.8191512284
92,48,029,131505,48029131505,1315.05,Census Tract,G5020,S,1461142,2526,+29.4735480,-098.3690440,"Census Tract 1315.05, Bexar County, Texas",5179,3744,1290,1409,63,219,16,747,1435,1343,89,41,21,12,1093,18,19,5,32,0,0,9,4,0,0,87,26,7,1,25,4,0,12,6,5,1,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15750527.1640625,15909.1202266186
93,48,029,131506,48029131506,1315.06,Census Tract,G5020,S,9785526,30498,+29.4346963,-098.3723584,"Census Tract 1315.06, Bexar County, Texas",5953,4543,1805,1475,66,122,14,1061,1410,1347,101,48,35,0,1088,9,4,4,33,0,1,18,4,2,0,58,13,2,3,26,1,1,6,1,4,0,0,0,1,0,0,0,0,0,0,0,5,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105629760.277344,46952.1061389508
94,48,029,131507,48029131507,1315.07,Census Tract,G5020,S,2165641,781,+29.4632989,-098.3708009,"Census Tract 1315.07, Bexar County, Texas",5998,4498,1843,1084,87,91,6,1387,1500,1438,49,36,8,4,1251,23,8,2,30,1,0,9,1,13,3,59,4,0,1,24,1,0,19,0,6,0,0,0,0,0,4,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,23312810.5117188,21901.3079352201
95,48,029,131601,48029131601,1316.01,Census Tract,G5020,S,51590175,590007,+29.5031710,-098.2557058,"Census Tract 1316.01, Bexar County, Texas",8623,6868,3741,2204,59,254,40,570,1755,1632,189,123,129,0,1050,22,27,9,55,1,1,16,7,2,1,109,25,18,0,10,5,0,23,7,15,0,4,0,0,0,1,0,0,0,0,1,13,3,0,6,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,561512120.691406,166393.277317624
96,48,029,131606,48029131606,1316.06,Census Tract,G5020,S,10042142,121032,+29.4918067,-098.3069428,"Census Tract 1316.06, Bexar County, Texas",8086,6353,2963,1894,77,231,41,1147,1733,1625,138,105,87,9,1142,15,31,9,62,0,0,23,1,3,0,101,13,15,0,22,4,0,32,9,4,2,0,0,0,0,0,0,0,0,0,0,7,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109365907.960938,52156.9137440058
97,48,029,131608,48029131608,1316.08,Census Tract,G5020,S,4904366,14299,+29.5124884,-098.3046249,"Census Tract 1316.08, Bexar County, Texas",5956,4816,2189,1771,52,207,37,560,1140,1066,122,50,44,7,714,26,19,3,60,1,0,2,14,3,1,60,19,2,2,10,0,0,13,2,10,0,0,1,1,0,0,0,0,0,0,0,12,0,0,3,1,1,0,4,2,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,52929945.0527344,34258.8455735984
98,48,029,131609,48029131609,1316.09,Census Tract,G5020,S,4770353,100412,+29.5029018,-098.3284702,"Census Tract 1316.09, Bexar County, Texas",8531,6709,2918,2275,115,273,30,1098,1822,1723,195,83,63,10,1179,38,40,7,69,0,0,15,3,16,5,90,15,13,2,23,1,0,21,2,7,0,2,0,0,0,4,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,52414342.4882812,33360.2633300618
99,48,029,131610,48029131610,1316.10,Census Tract,G5020,S,1826199,0,+29.4949003,-098.3180134,"Census Tract 1316.10, Bexar County, Texas",5469,4335,1896,1396,75,111,11,846,1134,1066,96,27,33,3,819,9,14,0,53,0,0,2,4,4,2,63,8,12,0,6,6,0,18,2,9,0,0,0,0,0,2,0,0,0,0,0,5,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19651748.421875,20978.7191052208
100,48,029,131612,48029131612,1316.12,Census Tract,G5020,S,2078575,45782,+29.4648030,-098.3211920,"Census Tract 1316.12, Bexar County, Texas",2306,1802,697,590,37,50,11,417,504,472,42,14,11,2,344,7,13,0,28,0,0,1,3,7,0,31,7,4,0,5,0,0,11,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22860120.015625,23073.2286311434
101,48,029,131614,48029131614,1316.14,Census Tract,G5020,S,2570485,75952,+29.4743147,-098.3409376,"Census Tract 1316.14, Bexar County, Texas",5012,3991,1490,1634,59,127,8,673,1021,941,97,44,26,2,691,20,9,1,38,0,0,7,3,0,3,69,27,10,1,7,1,1,18,0,0,1,0,0,0,3,0,0,0,0,0,0,11,3,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28478254.2128906,30192.773850092
102,48,029,131615,48029131615,1316.15,Census Tract,G5020,S,10561321,187076,+29.4694965,-098.3518021,"Census Tract 1316.15, Bexar County, Texas",12439,9743,3928,3412,112,420,85,1786,2696,2557,226,104,100,13,1859,45,40,13,113,0,1,28,4,5,6,133,30,5,6,36,5,0,23,6,9,1,2,0,4,1,5,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115663314.330078,75755.6519688013
103,48,029,131616,48029131616,1316.16,Census Tract,G5020,S,5959036,106378,+29.4842457,-098.3288887,"Census Tract 1316.16, Bexar County, Texas",7517,6058,2612,2017,108,265,5,1051,1459,1383,132,65,50,4,1020,9,19,0,61,0,2,18,1,2,0,70,19,3,0,19,0,0,12,3,7,3,0,0,0,0,0,0,0,0,1,3,6,1,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65269853.015625,48904.1041111443
104,48,029,131700,48029131700,1317,Census Tract,G5020,S,11739861,109695,+29.5295330,-098.2784252,"Census Tract 1317, Bexar County, Texas",1282,1112,794,205,12,49,12,40,170,153,21,25,23,7,65,0,6,1,1,0,0,0,1,3,0,15,7,3,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127513654.636719,65124.5029599423
105,48,029,131801,48029131801,1318.01,Census Tract,G5020,S,103012471,747661,+29.4309467,-098.1780971,"Census Tract 1318.01, Bexar County, Texas",2732,2331,2084,45,32,15,2,153,401,376,19,58,13,0,279,0,0,1,0,0,0,4,2,0,0,24,7,2,0,3,0,0,8,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1116558610.83398,189931.677366575
106,48,029,131802,48029131802,1318.02,Census Tract,G5020,S,124498712,1379430,+29.4265417,-098.2824493,"Census Tract 1318.02, Bexar County, Texas",7232,5886,4169,622,75,50,4,966,1346,1288,90,83,34,2,1033,2,2,2,25,0,0,10,1,1,3,55,7,1,1,16,3,0,18,1,1,0,0,2,2,3,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1354569026.69727,150960.360606855
107,48,029,140100,48029140100,1401,Census Tract,G5020,S,979342,0,+29.4063680,-098.4787815,"Census Tract 1401, Bexar County, Texas",1324,971,535,39,44,3,2,348,353,336,0,4,9,1,309,0,0,0,0,0,0,7,2,4,0,17,0,2,0,0,1,0,9,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10538631.6210938,15583.3190472572
108,48,029,140200,48029140200,1402,Census Tract,G5020,S,1916564,0,+29.3962021,-098.4810684,"Census Tract 1402, Bexar County, Texas",2405,1722,1089,47,63,12,2,509,683,666,9,17,4,0,620,0,3,0,4,0,0,5,2,2,0,14,2,0,0,0,0,0,9,0,2,1,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20624014.6972656,18840.676380212
109,48,029,140300,48029140300,1403,Census Tract,G5020,S,1558743,10051,+29.3868816,-098.4835460,"Census Tract 1403, Bexar County, Texas",2835,1942,1100,45,61,28,6,702,893,873,14,15,3,1,814,2,0,0,3,0,0,13,0,8,0,20,1,3,0,1,0,0,9,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16881635.3085938,20777.4078665692
110,48,029,140400,48029140400,1404,Census Tract,G5020,S,1516111,0,+29.3967395,-098.4673513,"Census Tract 1404, Bexar County, Texas",3380,2415,1413,53,53,13,3,880,965,935,4,27,8,1,874,0,0,0,6,0,0,10,2,2,1,22,1,0,0,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16314787.2910156,16177.9534068737
111,48,029,140500,48029140500,1405,Census Tract,G5020,S,1532145,0,+29.3964053,-098.4549963,"Census Tract 1405, Bexar County, Texas",3682,2594,1586,102,76,22,2,806,1088,1042,11,15,10,3,979,3,2,0,8,0,0,5,0,4,2,37,2,0,0,2,2,0,15,0,6,9,0,0,0,0,1,0,0,0,0,0,9,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16487338.0332031,16688.7666717983
112,48,029,140600,48029140600,1406,Census Tract,G5020,S,1207343,0,+29.3927381,-098.4435778,"Census Tract 1406, Bexar County, Texas",2526,1795,1028,125,70,15,0,557,731,719,5,14,3,2,679,0,1,0,4,3,0,3,2,3,0,12,0,0,0,3,0,0,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12992110.6855469,17606.1742299749
113,48,029,140700,48029140700,1407,Census Tract,G5020,S,1837263,0,+29.3875220,-098.4609819,"Census Tract 1407, Bexar County, Texas",4571,3174,1879,232,75,22,0,966,1397,1355,13,23,4,0,1283,2,6,0,10,0,0,12,0,2,0,38,5,3,0,6,0,0,19,0,3,0,0,1,0,0,0,0,0,1,0,0,4,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19770663.4921875,20923.4231160709
114,48,029,140800,48029140800,1408,Census Tract,G5020,S,2127061,0,+29.3776566,-098.4696195,"Census Tract 1408, Bexar County, Texas",4886,3466,2002,59,96,13,10,1286,1420,1395,13,21,0,7,1320,2,0,0,9,0,0,20,0,2,1,24,0,1,0,3,0,0,15,0,3,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22889074.3242188,22158.0277602845
