"LEA_STATE","LEA_STATE_NAME","LEAID","LEA_NAME","LEA_ADDRESS","LEA_CITY","LEA_ZIP","CJJ","LEA_HSE_IND","LEA_HSEPART_HI_M","LEA_HSEPART_HI_F","LEA_HSEPART_AM_M","LEA_HSEPART_AM_F","LEA_HSEPART_AS_M","LEA_HSEPART_AS_F","LEA_HSEPART_HP_M","LEA_HSEPART_HP_F","LEA_HSEPART_BL_M","LEA_HSEPART_BL_F","LEA_HSEPART_WH_M","LEA_HSEPART_WH_F","LEA_HSEPART_TR_M","LEA_HSEPART_TR_F","TOT_HSEPART_M","TOT_HSEPART_F","LEA_HSEPART_LEP_M","LEA_HSEPART_LEP_F","LEA_HSEPART_IDEA_M","LEA_HSEPART_IDEA_F"
"IL","ILLINOIS","1713140","East Maine SD 63","10150 Dee Rd","Des Plaines","60016","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1713170","East Moline SD 37","3451 Morton Dr","East Moline","61244","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1713230","East Peoria CHSD 309","1401 E Washington St","East Peoria","61611","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1713240","East Peoria SD 86","601 Taylor St","East Peoria","61611","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1713260","East Prairie SD 73","7634 E Prairie Rd","Skokie","60076","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1713290","Richland County CUSD 1","1100 E Laurel St","Olney","62450","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1713320","East St Louis SD 189","1005 State St","East Saint Louis","62201","Yes","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1713370","Edgar County CUD 6","23231 IL Highway 1","Chrisman","61924","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1713410","Edinburg CUSD 4","100 E Martin St","Edinburg","62531","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1713440","Lindop SD 92","2400 S 18th Ave","Broadview","60155","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1713500","Edwards County CUSD 1","361 W Main St # 100","Albion","62806","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1713530","Edwardsville CUSD 7","708 Saint Louis St","Edwardsville","62025","Yes","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1713560","Effingham CUSD 40","PO Box 130","Effingham","62401","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1713590","Egyptian CUSD 5","20023 Diswood Rd","Tamms","62988","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1713660","Eldorado CUSD 4","2200A Illinois Ave","Eldorado","62930","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1713710","SD U-46","355 E Chicago St","Elgin","60120","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1713770","Comm Cons SD 59","1001 Leicester Road","Elk Grove Village","60007","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1713860","Elverado CUSD 196","PO Box 130","Elkville","62932","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1713920","Tri Valley CUSD 3","410 E Washington St","Downs","61736","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1713940","DuPage HSD 88","2 Friendship Plz","Addison","60101","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1713970","Elmhurst SD 205","162 S York St","Elmhurst","60126","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1714050","Elmwood CUSD 322","301 W Butternut St","Elmwood","61529","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1714100","Elmwood Park CUSD 401","8201 W Fullerton Ave","Elmwood Park","60707","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1714160","Elwood CCSD 203","409 N Chicago St","Elwood","60421","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1714220","Harmony Emge SD 175","7401 Westchester Dr","Belleville","62223","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1714250","Emmons SD 33","24226 W Beach Grv","Antioch","60002","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1714350","Erie CUSD 1","520 5th Ave","Erie","61250","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1714410","Eswood CCSD 269","304 Main St","Lindenwood","61049","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1714430","Eureka CUD 140","109 W Cruger Ave","Eureka","61530","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1714460","Evanston CCSD 65","1500 McDaniel Ave","Evanston","60201","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1714490","Evanston Twp HSD 202","1600 Dodge Ave","Evanston","60201","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1714550","Evergreen Park ESD 124","2929 W 87th St","Evergreen Park","60805","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1714580","Evergreen Park CHSD 231","9901 S Kedzie Ave","Evergreen Park","60805","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1714640","Ewing Northern CCSD 115","51 N Main St","Ewing","62836","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1714710","Fairfield PSD 112","806 N 1st St","Fairfield","62837","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1714760","Fairmont SD 89","735 Green Garden Pl","Lockport","60441","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1714820","Fairview SD 72","7040 Laramie Ave","Skokie","60077","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1714940","Farrington CCSD 99","20941 E Divide Rd","Bluford","62814","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1715030","Fenton CHSD 100","1000 W Green St","Bensenville","60106","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1715090","Field CCSD 3","21075 N Hails Ln","Texico","62889","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1715100","Fieldcrest CUSD 6","1 Dornbush Dr","Minonk","61760","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1715180","Fisher CUSD 1","801 S 5th St","Fisher","61843","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1715400","Flora CUSD 35","630 Vincennes Avenue","Flora","62839","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1715420","Flossmoor SD 161","41 E Elmwood Dr","Chicago Heights","60411","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1715450","Forest Park SD 91","424 Des Plaines Ave","Forest Park","60130","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1715480","Forest Ridge SD 142","15000 Laramie Ave","Oak Forest","60452","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1715490","Forrestville Valley CUSD 221","PO Box 665","Forreston","61030","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1715630","Fox Lake GSD 114","29067 W Grass Lake","Spring Grove","60081","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1715660","Fox River Grove Cons SD 3","403 Orchard St","Fox River Grove","60021","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1715700","Frankfort CCSD 157C","10482 Nebraska St","Frankfort","60423","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1715750","Franklin CUSD 1","110 State Street","Franklin","62638","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1715780","Franklin Park SD 84","2915 Maple St","Franklin Park","60131","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1715820","Freeburg CCSD 70","408 S Belleville St","Freeburg","62243","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1715840","Freeburg CHSD 77","401 S Monroe St","Freeburg","62243","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1715880","Serena CUSD 2","PO Box 107","Serena","60549","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1715900","Freeport SD 145","501 E South St","Freeport","61032","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1715930","Fremont SD 79","28855 N Fremont Ctr","Mundelein","60060","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1716020","Galatia CUSD 1","200 N Hickory St","Galatia","62935","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1716050","Galena USD 120","1206 Franklin St","Galena","61036","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1716080","Galesburg CUSD 205","932 Harrison Street","Galesburg","61401","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1716140","Galva CUSD 224","224 Morgan Rd","Galva","61434","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1716230","Gardner CCSD 72C","598 N Elm St","Gardner","60424","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1716260","Gardner S Wilmington Twp HSD 73","500 E Main St","Gardner","60424","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1716290","Gavin SD 37","25775 W IL Route 134","Ingleside","60041","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1716320","Geff CCSD 14","201 E Lafayette St","Geff","62842","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1716350","Geneseo CUSD 228","648 N Chicago St","Geneseo","61254","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1716380","Geneva CUSD 304","227 N 4th St","Geneva","60134","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1716410","Genoa Kingston CUSD 424","980 Park Ave","Genoa","60135","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1716530","Germantown SD 60","PO Box 400","Germantown","62245","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1716560","Germantown Hills SD 69","103 Warrior Way","Germantown Hills","61548","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1716590","Giant City CCSD 130","1062 Boskydell Rd","Carbondale","62902","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1716650","Gifford CCSD 188","PO Box 70","Gifford","61847","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1716680","Gillespie CUSD 7","510 W Elm St","Gillespie","62033","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1716800","Glen Ellyn SD 41","793 N Main St","Glen Ellyn","60137","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1716830","Glenbard Twp HSD 87","596 Crescent Blvd","Glen Ellyn","60137","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1716860","Glencoe SD 35","620 Greenwood Ave","Glencoe","60022","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1716920","Glenview CCSD 34","1401 Greenwood Rd","Glenview","60026","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1716950","Brookwood SD 167","201 Glenwood Dyer Rd","Glenwood","60425","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1717040","Woodridge SD 68","7925 Janes Ave","Woodridge","60517","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1717160","Gower SD 62","7700 Clarendon Hills","Willowbrook","60527","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1717190","Grand Prairie CCSD 6","21462 N Richview Ln","Centralia","62801","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1717220","Grand Ridge CCSD 95","400 W Main St","Grand Ridge","61325","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1717280","Granite City CUSD 9","3200 Maryville Rd","Granite City","62040","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1717310","Grant CCSD 110","10110 Old Lincoln","Fairview Heights","62208","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1717340","Grant CHSD 124","285 E Grand Ave","Fox Lake","60020","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1717370","Grant Park CUSD 6","PO Box 549","Grant Park","60940","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1717490","Grass Lake SD 36","26177 W Grass Lake","Antioch","60002","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1717520","Grayslake CCSD 46","565 Frederick Rd","Grayslake","60030","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1717550","Grayslake CHSD 127","400 N Lake St","Grayslake","60030","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1717580","Grayville CUSD 1","728 W North St","Grayville","62844","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1717670","Greenfield CUSD 10","311 Mulberry St","Greenfield","62044","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1717700","Greenview CUSD 200","147 E Palmer St","Greenview","62642","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1717730","Bond County CUSD 2","1008 N Hena St","Greenville","62246","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1717790","Griggsville-Perry CUSD 4","PO Box 439","Griggsville","62340","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1717800","Gurnee SD 56","3706 Florida Ave","Gurnee","60031","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1717850","Northbrook ESD 27","1250 Sanders Rd","Northbrook","60062","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1718030","Hall HSD 502","800 W Erie St","Spring Valley","61362","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1718060","Hamilton CCSD 328","270 N 10th St","Hamilton","62341","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1718090","Hampton SD 29","206 5th St","Hampton","61256","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1718180","Calhoun CUSD 40","101 Calhoun Ave","Hardin","62047","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1718200","Hardin County CUSD 1","PO Box 218","Elizabethtown","62931","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1718240","Harlem UD 122","8605 N 2nd St","Machesney Park","61115","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1718270","Harrisburg CUSD 3","40 S Main St","Harrisburg","62946","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1718360","Harrison SD 36","6809 McCullom Lk Rd","Wonder Lake","60097","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1718390","Hartsburg Emden CUSD 21","400 W Front St","Hartsburg","62643","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1718420","Harvard CUSD 50","401 N Division St","Harvard","60033","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1718450","Harvey SD 152","16001 Lincoln Ave","Harvey","60426","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1718480","W Harvey-Dixmoor PSD 147","191 W 155th Pl","Harvey","60426","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1718510","Havana CUSD 126","501 S McKinley St","Havana","62644","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1718570","Hawthorn CCSD 73","841 West End Court","Vernon Hills","60061","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1718600","Hazel Crest SD 152-5","1910 W 170th St","Hazel Crest","60429","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1718810","Herrin CUSD 4","500 N 10th St","Herrin","62948","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1718840","Herscher CUSD 2","PO Box 504","Herscher","60941","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1718870","Heyworth CUSD 4","522 E Main St","Heyworth","61745","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1718960","High Mount SD 116","1721 Boul Ave","Swansea","62226","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1718990","Highland CUSD 5","400 Broadway","Highland","62249","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1719080","Twp HSD 113","1040 Park Ave W","Highland Park","60035","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1719110","LaGrange Highlands SD 106","1750 W Plainfield Rd","La Grange Highlands","60525","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1719200","Hillsboro CUSD 3","1311 Vandalia Rd","Hillsboro","62049","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1719230","Hillside SD 93","4804 Harrison St","Hillside","60162","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1719260","Hinckley Big Rock CUSD 429","700 E Lincoln Ave","Hinckley","60520","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1719290","Hinsdale CCSD 181","115 W 55th St","Clarendon Hills","60514","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1719320","Hinsdale Twp HSD 86","5500 S Grant St","Hinsdale","60521","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1719420","Hollis Cons SD 328","5613 W Tuscarora Rd","Peoria","61607","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
