"LEA_STATE","LEA_STATE_NAME","LEAID","LEA_NAME","LEA_ADDRESS","LEA_CITY","LEA_ZIP","CJJ","LEA_HSE_IND","LEA_HSEPART_HI_M","LEA_HSEPART_HI_F","LEA_HSEPART_AM_M","LEA_HSEPART_AM_F","LEA_HSEPART_AS_M","LEA_HSEPART_AS_F","LEA_HSEPART_HP_M","LEA_HSEPART_HP_F","LEA_HSEPART_BL_M","LEA_HSEPART_BL_F","LEA_HSEPART_WH_M","LEA_HSEPART_WH_F","LEA_HSEPART_TR_M","LEA_HSEPART_TR_F","TOT_HSEPART_M","TOT_HSEPART_F","LEA_HSEPART_LEP_M","LEA_HSEPART_LEP_F","LEA_HSEPART_IDEA_M","LEA_HSEPART_IDEA_F"
"OH","OHIO","3904699","New Albany-Plain Local","55 N High St","New Albany","43054","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904700","Reynoldsburg City","7244 E Main St","Reynoldsburg","43068","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904701","Hilliard City","2140 Atlas St","Columbus","43228","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904702","Dublin City","7030 Coffman Rd","Dublin","43017","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904704","Archbold-Area Local","600 Lafayette St","Archbold","43502","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904705","Evergreen Local","14544 County Road 6","Metamora","43540","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904706","Fayette Local","400 E Gamble Rd","Fayette","43521","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904707","Pettisville Local","Box 53001","Pettisville","43553","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904708","Pike-Delta-York Local","504 Fernwood St","Delta","43515","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904709","Swanton Local","108 N Main St","Swanton","43558","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904716","Berkshire Local","PO Box 364","Burton","44021","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904717","Cardinal Local","PO Box 188","Middlefield","44062","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904718","Chardon Local","428 North St","Chardon","44024","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904719","Kenston Local","17419 Snyder Rd","Chagrin Falls","44023","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904721","Newbury Local","14775 Auburn Rd","Newbury","44065","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904722","West Geauga Local Schools","8615 Cedar Rd","Chesterland","44026","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904723","Greene County ESC","360 E Enon Rd","Yellow Springs","45387","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904724","Beavercreek City","3040 Kemp Rd","Beavercreek","45431","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904725","Cedar Cliff Local","248 N Main St","Cedarville","45314","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904726","Greeneview Local","4800 Cottonville Road","Jamestown","45335","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904727","Bellbrook-Sugarcreek Local","3757 Upper Bellbrook Rd","Bellbrook","45305","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904730","Rolling Hills Local","PO Box 38","Byesville","43723","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904733","Finneytown Local","8916 Fontainebleau Ter","Cincinnati","45231","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904734","Forest Hills Local","7946 Beechmont Ave","Cincinnati","45255","Yes","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904736","Northwest Local","3240 Banning Rd","Cincinnati","45239","Yes","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904737","Oak Hills Local","6325 Rapid Run Rd","Cincinnati","45233","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904738","Southwest Local","230 S Elm St","Harrison","45030","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904739","Three Rivers Local School District","401 N Miami Ave","Cleves","45002","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904742","Arlington Local","336 S Main St","Arlington","45814","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904743","Cory-Rawson Local","3930 County Road 26","Rawson","45881","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904744","Liberty-Benton Local","9190 County Road 9","Findlay","45840","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904745","McComb Local","328 S Todd St","McComb","45858","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904747","Vanlue Local","PO Box 250","Vanlue","45890","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904749","Hardin Northern Local","11589 State Route 81","Dola","45835","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904750","Ridgemont Local","560 Taylor St W","Mount Victory","43340","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904751","Riverdale Local","20613 State Route 37","Mt Blanchard","45867","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904752","Upper Scioto Valley Local","PO Box 305","Mc Guffey","45859","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904754","Conotton Valley Union Local","PO Box 187","Sherrodsville","44675","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904757","Holgate Local","801 Joe E Brown Ave","Holgate","43527","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904758","Liberty Center Local","100 Tiger Trail","Liberty Center","43532","Yes","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904759","Patrick Henry Local","6900 State Route 18","Hamler","43524","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904761","Bright Local","PO Box 299","Mowrystown","45155","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904762","Fairfield Local","11611 State Route 771","Leesburg","45135","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904763","Lynchburg-Clay Local","PO Box 515","Lynchburg","45142","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904768","East Holmes Local","6108 County Road 77","Millersburg","44654","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904769","West Holmes Local","28 W Jackson St","Millersburg","44654","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904771","Monroeville Local","101 West St","Monroeville","44847","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904772","New London Local","2 Wildcat Dr","New London","44851","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904773","South Central Local","3305 Greenwich Angling Rd","Greenwich","44837","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904774","Western Reserve Local","3765 US Rt 20","Collins","44826","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904776","Oak Hill Union Local","205 Western Ave","Oak Hill","45656","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904778","Buckeye Local","6899 State Highway 150","Dillonvale","43917","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904779","Edison Local","14890 State Route 213","Hammondsville","43930","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904780","Indian Creek Local","587 Bantam Ridge Rd","Wintersville","43953","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904782","Centerburg Local","119 S Preston St","Centerburg","43011","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904783","Danville Local","PO Box 30","Danville","43014","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904785","Fredericktown Local","117 Columbus Rd","Fredericktown","43019","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904787","Kirtland Local","9252 Chillicothe Rd","Kirtland","44094","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904788","Madison Local","1956 Red Bird Rd","Madison","44057","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904790","Perry Local","4325 Manchester Ave","Perry","44081","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904792","Dawson-Bryant Local","701 High Street","Coal Grove","45638","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904793","Fairland Local","228 Private Drive 10010","Proctorville","45669","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904794","Rock Hill Local","2325A Co. Rd. 26","Ironton","45638","Yes","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904795","South Point Local","302 High St","South Point","45680","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904796","Symmes Valley Local","14778 State Route 141","Willow Wood","45696","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904798","Johnstown-Monroe Local","441 S Main St","Johnstown","43031","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904799","Lakewood Local","525 E. Main St.","Hebron","43025","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904800","Licking Heights Local","6539 Summit Rd SW","Pataskala","43062","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904801","Licking Valley Local","1379 Licking Valley Rd","Newark","43055","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904802","North Fork Local","PO Box 497","Utica","43080","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904803","Northridge Local","6066 Johnstown Utica Rd","Johnstown","43031","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904804","Southwest Licking Local","927-A South Street","Pataskala","43062","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904807","Benjamin Logan Local","4740 County Road 26","Bellefontaine","43311","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904808","Indian Lake Local","6210 State Route 235 N","Lewistown","43333","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904809","Riverside Local","2096 County Road 24 S","De Graff","43318","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904811","Avon Local","36600 Detroit Rd","Avon","44011","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904812","Avon Lake City","175 Avon Belden Rd","Avon Lake","44012","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904813","Clearview Local","4700 Broadway","Lorain","44052","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904814","Columbia Local","25796 Royalton Rd","Columbia Station","44028","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904815","Firelands Local","112 N Lake St","South Amherst","44001","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904816","Keystone Local","531 Oppertunity Way","Lagrange","44050","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904817","Midview Local","13050 Durkee Rd","Grafton","44044","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904819","ESC of Lake Erie West","2275 Collingwood Blvd","Toledo","43620","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904820","Anthony Wayne Local","PO Box 2487","Whitehouse","43571","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904821","Ottawa Hills Local","3600 Indian Rd","Toledo","43606","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904822","Springfield Local","6900 Hall St","Holland","43528","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904823","Washington Local","3505 W Lincolnshire Blvd","Toledo","43606","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904825","Jefferson Local","906 W Main St","West Jefferson","43162","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904826","Jonathan Alder Local","9200 US Route 42 S","Plain City","43064","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904827","Madison-Plains Local","55 Linson Rd","London","43140","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904829","Austintown Local Schools","700 S Raccoon Rd","Youngstown","44515","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904830","Boardman Local","7410 Market St","Youngstown","44512","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904831","Canfield Local","100 Wadsworth St","Canfield","44406","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904832","Jackson-Milton Local","13910 Mahoning Ave","North Jackson","44451","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904833","Lowellville Local","52 Rocket Place","Lowellville","44436","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904834","Poland Local","3199 Dobbins Rd","Poland","44514","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904835","Sebring Local","510 N 14th St","Sebring","44672","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904836","South Range Local","11375 Columbiana Canfield Road","Canfield","44406","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904837","Springfield Local","PO Box 549","New Middletown","44442","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904838","West Branch Local","14277 S Main St","Beloit","44609","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904839","Western Reserve Local","13850 W Akron Canfield Rd","Berlin Center","44401","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904841","Elgin Local","1239 Keener Rd S","Marion","43302","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904842","Pleasant Local","1107 Owens Rd W","Marion","43302","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904843","Ridgedale Local","3103 Hillman Ford Rd","Morral","43337","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904844","River Valley Local","197 Brockelsby Road","Caledonia","43314","Yes","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904846","Black River Local","257A County Road 40","Sullivan","44880","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904847","Buckeye Local","3044 Columbia Rd","Medina","44256","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904848","Cloverleaf Local","8525 Friendsville Rd","Lodi","44254","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904849","Highland Local","3880 Ridge Rd","Medina","44256","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904851","Eastern Local","50008 State Route 681","Reedsville","45772","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904852","Meigs Local","41765 Pomeroy Pike","Pomeroy","45769","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904853","Southern Local","920 Elm St","Racine","45771","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904857","Parkway Local Schools","400 Buckeye St","Rockford","45882","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904858","St Henry Consolidated Local","391 E Columbus St","Saint Henry","45883","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904859","Fort Recovery Local","PO Box 604","Fort Recovery","45846","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904861","Bethel Local","7490 State Route 201","Tipp City","45371","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904862","Miami East Local","3825 N State Route 589","Casstown","45312","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904863","Newton Local","201 N Long Street","Pleasant Hill","45359","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904865","Switzerland of Ohio Local","304 Mill St","Woodsfield","43793","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904866","Montgomery County ESC","200 S Keowee St","Dayton","45402","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904867","Brookville Local","75 June Pl","Brookville","45309","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904868","Jefferson Township Local","2625 S Union Rd","Dayton","45417","Yes","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904869","Trotwood-Madison City","3594 N Snyder Rd","Trotwood","45426","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904870","Mad River Local","801 Old Harshman Rd","Dayton","45431","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904871","New Lebanon Local","320 S Fuls Rd","New Lebanon","45345","Yes","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904872","Northmont City","4001 Old Salem Rd","Englewood","45322","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904873","Northridge Local","2008 Timber Ln","Dayton","45414","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904874","Valley View Local","59 Peffley St","Germantown","45327","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904875","Huber Heights City","5954 Longford Rd","Huber Heights","45424","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904877","Morgan Local","PO Box 509","Mc Connelsville","43756","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"OH","OHIO","3904879","Cardington-Lincoln Local","121 Nichols St","Cardington","43315","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
